mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.7,"58 km NE of Chase, Alaska",1646832110936,1646832310359,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234oeuet,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234oeuet&format=geojson,,,,,automatic,0,44,ak,02234oeuet,",ak02234oeuet,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.7 - 58 km NE of Chase, Alaska"
1.09,"7km WNW of Cobb, CA",1646832052650,1646835615281,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703261&format=geojson,,,,,automatic,0,18,nc,73703261,",nc73703261,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.006748,0.02,66.0,md,earthquake,"M 1.1 - 7km WNW of Cobb, CA"
2.12,"10 km WSW of Volcano, Hawaii",1646831869130,1646851165620,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944532,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944532&format=geojson,,,,,reviewed,0,69,hv,72944532,",hv72944532,",",hv,",",origin,phase-data,",42.0,,0.09,63.0,ml,earthquake,"M 2.1 - 10 km WSW of Volcano, Hawaii"
0.48,"6km WNW of Cobb, CA",1646831814510,1646852951230,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703256&format=geojson,,,,,reviewed,0,4,nc,73703256,",nc73703256,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.003094,0.02,72.0,md,earthquake,"M 0.5 - 6km WNW of Cobb, CA"
1.5,"53 km SE of Cantwell, Alaska",1646831712554,1646831933003,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234odh5j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234odh5j&format=geojson,,,,,automatic,0,35,ak,02234odh5j,",ak02234odh5j,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.5 - 53 km SE of Cantwell, Alaska"
3.5,"16 km SW of Sunrise, Alaska",1646830958462,1647115941326,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234oaqsf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234oaqsf&format=geojson,17.0,3.8,2.672,,reviewed,0,195,ak,02234oaqsf,",ak02234oaqsf,",",ak,",",dyfi,origin,phase-data,shakemap,",,,0.5,,ml,earthquake,"M 3.5 - 16 km SW of Sunrise, Alaska"
0.5,"39 km NNE of Ovando, Montana",1646830925040,1646947949570,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540149,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540149&format=geojson,,,,,reviewed,0,4,mb,80540149,",mb80540149,",",mb,",",origin,phase-data,",7.0,0.346,0.18,113.0,ml,earthquake,"M 0.5 - 39 km NNE of Ovando, Montana"
1.0,"18 km NE of Mount Charleston, Nevada",1646829700056,1646879828281,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835114,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835114&format=geojson,,,,,reviewed,0,15,nn,00835114,",nn00835114,",",nn,",",origin,phase-data,",7.0,0.304,0.1554,236.96,ml,earthquake,"M 1.0 - 18 km NE of Mount Charleston, Nevada"
0.37,"6 km NE of Hebgen Lake Estates, Montana",1646829443570,1646842003670,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60484937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60484937&format=geojson,,,,,reviewed,0,2,uu,60484937,",uu60484937,",",uu,",",origin,phase-data,",8.0,0.0174,0.15,133.0,md,earthquake,"M 0.4 - 6 km NE of Hebgen Lake Estates, Montana"
2.13000011,"Island of Hawaii, Hawaii",1646829426000,1646829612280,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944512,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944512&format=geojson,,,,,automatic,0,70,hv,72944512,",hv72944512,",",hv,",",origin,phase-data,",43.0,,0.140000001,150.0,md,earthquake,"M 2.1 - Island of Hawaii, Hawaii"
0.95,"9km NE of Borrego Springs, CA",1646829071880,1646834534310,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203248&format=geojson,,,,,reviewed,0,14,ci,40203248,",ci40203248,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.04617,0.2,67.0,ml,earthquake,"M 1.0 - 9km NE of Borrego Springs, CA"
5.2,"79 km SSW of Hualien City, Taiwan",1646828534494,1646851263340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h39z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h39z&format=geojson,7.0,3.8,5.0,green,reviewed,0,419,us,6000h39z,",us6000h39z,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,",,0.152,0.75,50.0,mww,earthquake,"M 5.2 - 79 km SSW of Hualien City, Taiwan"
1.2,"8km NE of Moreno Valley, CA",1646828171430,1646866233340,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203232&format=geojson,1.0,0.0,,,reviewed,0,22,ci,40203232,",ci40203232,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",66.0,0.03082,0.15,56.0,ml,earthquake,"M 1.2 - 8km NE of Moreno Valley, CA"
0.9,"15 km ENE of Hawthorne, Nevada",1646826425531,1646879853992,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835134,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835134&format=geojson,,,,,reviewed,0,12,nn,00835134,",nn00835134,",",nn,",",origin,phase-data,",12.0,0.194,0.1177,181.13,ml,earthquake,"M 0.9 - 15 km ENE of Hawthorne, Nevada"
0.83,"18km W of Searles Valley, CA",1646826193520,1646864643140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203224&format=geojson,,,,,reviewed,0,11,ci,40203224,",ci40203224,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03414,0.11,76.0,ml,earthquake,"M 0.8 - 18km W of Searles Valley, CA"
3.9,"205 km WSW of Adak, Alaska",1646825496555,1646832696702,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h39t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h39t&format=geojson,,,2.461,,reviewed,0,234,us,6000h39t,",ak02234na34q,us6000h39t,",",ak,us,",",origin,phase-data,shakemap,",,0.906,0.71,227.0,mb,earthquake,"M 3.9 - 205 km WSW of Adak, Alaska"
0.74,"4km SE of Redlands, CA",1646824314390,1646864075077,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37490173,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37490173&format=geojson,,,,,reviewed,0,8,ci,37490173,",ci37490173,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.0849,0.15,130.0,ml,earthquake,"M 0.7 - 4km SE of Redlands, CA"
0.69,"4km SE of Redlands, CA",1646824305990,1646863579282,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203216&format=geojson,,,,,reviewed,0,7,ci,40203216,",ci40203216,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.03609,0.21,128.0,ml,earthquake,"M 0.7 - 4km SE of Redlands, CA"
2.0,"5 km SW of Point MacKenzie, Alaska",1646824001793,1646824190786,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234n4qr2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234n4qr2&format=geojson,,,,,automatic,0,62,ak,02234n4qr2,",ak02234n4qr2,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 2.0 - 5 km SW of Point MacKenzie, Alaska"
1.3,"18 km NE of Sterling, Alaska",1646823826923,1646823951279,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234n4404,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234n4404&format=geojson,,,,,automatic,0,26,ak,02234n4404,",ak02234n4404,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.3 - 18 km NE of Sterling, Alaska"
0.7,"12 km SE of Milford, California",1646823745678,1646879852978,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835133,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835133&format=geojson,,,,,reviewed,0,8,nn,00835133,",nn00835133,",",nn,",",origin,phase-data,",5.0,0.217,0.0584,242.88,ml,earthquake,"M 0.7 - 12 km SE of Milford, California"
0.7,"3 km NNW of Indian Springs, Nevada",1646823712504,1646879827108,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835113,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835113&format=geojson,,,,,reviewed,0,8,nn,00835113,",nn00835113,",",nn,",",origin,phase-data,",10.0,0.27,0.1912,308.48,ml,earthquake,"M 0.7 - 3 km NNW of Indian Springs, Nevada"
0.32,"14 km ESE of Lincoln, Montana",1646823554090,1646946423660,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540139,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540139&format=geojson,,,,,reviewed,0,2,mb,80540139,",mb80540139,",",mb,",",origin,phase-data,",10.0,0.048,0.12,97.0,md,earthquake,"M 0.3 - 14 km ESE of Lincoln, Montana"
1.8,Southern Alaska,1646823521755,1646823793860,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234mugdc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234mugdc&format=geojson,,,,,automatic,0,50,ak,02234mugdc,",ak02234mugdc,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,M 1.8 - Southern Alaska
0.57,"8km NW of The Geysers, CA",1646823024300,1646824036269,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703246&format=geojson,,,,,automatic,0,5,nc,73703246,",nc73703246,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01129,0.02,55.0,md,earthquake,"M 0.6 - 8km NW of The Geysers, CA"
0.8,"15km SSW of Searles Valley, CA",1646823006980,1646864277944,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203208&format=geojson,,,,,reviewed,0,10,ci,40203208,",ci40203208,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.05323,0.13,115.0,ml,earthquake,"M 0.8 - 15km SSW of Searles Valley, CA"
1.4,"7 km SSW of Houston, Alaska",1646822589045,1646823153203,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234mr648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234mr648&format=geojson,,,,,automatic,0,30,ak,02234mr648,",ak02234mr648,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.4 - 7 km SSW of Houston, Alaska"
4.0,"135 km SSW of ?yama, Japan",1646822357775,1646826240040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h39n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h39n&format=geojson,,,,,reviewed,0,246,us,6000h39n,",us6000h39n,",",us,",",origin,phase-data,",,1.282,0.93,84.0,mb,earthquake,"M 4.0 - 135 km SSW of ?yama, Japan"
0.75,"5km NNE of Fontana, CA",1646822132250,1646863149018,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203200,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203200&format=geojson,,,,,reviewed,0,9,ci,40203200,",ci40203200,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.04004,0.15,37.0,ml,earthquake,"M 0.8 - 5km NNE of Fontana, CA"
1.0,"47 km WNW of Indian Springs, Nevada",1646821835883,1646848057252,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835103&format=geojson,,,,,reviewed,0,15,nn,00835103,",nn00835103,",",nn,",",origin,phase-data,",23.0,0.034,0.1515,60.29,ml,earthquake,"M 1.0 - 47 km WNW of Indian Springs, Nevada"
2.1,"10 km ENE of P?hala, Hawaii",1646821773280,1646833545040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944382&format=geojson,,,,,automatic,0,68,hv,72944382,",us6000h39k,hv72944382,",",us,hv,",",origin,phase-data,",48.0,,0.119999997,148.0,ml,earthquake,"M 2.1 - 10 km ENE of P?hala, Hawaii"
1.4,"46 km SSE of Nelchina, Alaska",1646821487108,1646821624434,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234mn6g6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234mn6g6&format=geojson,,,,,automatic,0,30,ak,02234mn6g6,",ak02234mn6g6,",",ak,",",origin,phase-data,",,,1.09,,ml,earthquake,"M 1.4 - 46 km SSE of Nelchina, Alaska"
0.16,"6km WNW of The Geysers, CA",1646821395080,1646832563996,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703241&format=geojson,,,,,reviewed,0,0,nc,73703241,",nc73703241,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.01002,0.02,64.0,md,earthquake,"M 0.2 - 6km WNW of The Geysers, CA"
2.89,"3 km W of La Parguera, Puerto Rico",1646821324910,1646824244939,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339643,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339643&format=geojson,1.0,2.0,,,reviewed,0,129,pr,71339643,",pr71339643,",",pr,",",dyfi,origin,phase-data,",16.0,,0.26,214.0,md,earthquake,"M 2.9 - 3 km W of La Parguera, Puerto Rico"
2.0,"3 km SW of P?hala, Hawaii",1646821283470,1646821476260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944372&format=geojson,,,,,automatic,0,62,hv,72944372,",hv72944372,",",hv,",",origin,phase-data,",41.0,,0.140000001,86.0,md,earthquake,"M 2.0 - 3 km SW of P?hala, Hawaii"
0.0,"26 km SW of Mina, Nevada",1646821175142,1646879851156,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835132&format=geojson,,,,,reviewed,0,0,nn,00835132,",nn00835132,",",nn,",",origin,phase-data,",7.0,0.127,0.0753,234.9,ml,earthquake,"M 0.0 - 26 km SW of Mina, Nevada"
0.74,"6km NW of The Geysers, CA",1646821076320,1646822056095,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703236&format=geojson,,,,,automatic,0,8,nc,73703236,",nc73703236,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.008363,0.03,41.0,md,earthquake,"M 0.7 - 6km NW of The Geysers, CA"
2.21,"9 km E of P?hala, Hawaii",1646820959280,1646821371040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944357&format=geojson,,,,,automatic,0,75,hv,72944357,",us6000h39g,hv72944357,",",us,hv,",",origin,phase-data,",51.0,,0.140000001,156.0,ml,earthquake,"M 2.2 - 9 km E of P?hala, Hawaii"
1.1,"37 km SSE of Denali National Park, Alaska",1646820369018,1646820721441,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234mj8me,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234mj8me&format=geojson,,,,,automatic,0,19,ak,02234mj8me,",ak02234mj8me,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.1 - 37 km SSE of Denali National Park, Alaska"
2.31,"11 km ENE of P?hala, Hawaii",1646820292070,1646821107040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944347&format=geojson,,,,,automatic,0,82,hv,72944347,",us6000h39f,hv72944347,",",us,hv,",",origin,phase-data,",50.0,,0.140000001,141.0,ml,earthquake,"M 2.3 - 11 km ENE of P?hala, Hawaii"
0.1,"2 km N of Walker, California",1646820068311,1646879850388,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835131&format=geojson,,,,,reviewed,0,0,nn,00835131,",nn00835131,",",nn,",",origin,phase-data,",5.0,0.043,0.033,152.63,ml,earthquake,"M 0.1 - 2 km N of Walker, California"
1.73,"7km WSW of Gilroy, CA",1646820026810,1646873055011,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703231&format=geojson,2.0,2.0,,,reviewed,0,46,nc,73703231,",nc73703231,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45.0,0.05122,0.17,38.0,md,earthquake,"M 1.7 - 7km WSW of Gilroy, CA"
1.6,"42 km N of Valdez, Alaska",1646819988782,1646820141125,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234m991a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234m991a&format=geojson,,,,,automatic,0,39,ak,02234m991a,",ak02234m991a,",",ak,",",origin,phase-data,",,,0.87,,ml,earthquake,"M 1.6 - 42 km N of Valdez, Alaska"
3.8,"105 km SSE of Sand Point, Alaska",1646819790344,1646832257434,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h39c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h39c&format=geojson,,,2.087,,reviewed,0,222,us,6000h39c,",ak02234m8kpg,us6000h39c,",",ak,us,",",origin,phase-data,shakemap,",,0.957,0.8,186.0,mb,earthquake,"M 3.8 - 105 km SSE of Sand Point, Alaska"
3.6,"41 km SSE of False Pass, Alaska",1646819546985,1646820898040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h39b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h39b&format=geojson,,,,,reviewed,0,199,us,6000h39b,",us6000h39b,",",us,",",origin,phase-data,",,0.379,0.69,187.0,ml,earthquake,"M 3.6 - 41 km SSE of False Pass, Alaska"
2.4000001,"3 km SSW of P?hala, Hawaii",1646818893450,1646819224360,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944327&format=geojson,,,,,automatic,0,89,hv,72944327,",hv72944327,",",hv,",",origin,phase-data,",49.0,,0.140000001,95.0,md,earthquake,"M 2.4 - 3 km SSW of P?hala, Hawaii"
1.65,"5 km S of P?hala, Hawaii",1646818884650,1646850107540,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944322&format=geojson,,,,,reviewed,0,42,hv,72944322,",hv72944322,",",hv,",",origin,phase-data,",29.0,,0.09,245.0,md,earthquake,"M 1.7 - 5 km S of P?hala, Hawaii"
0.44,"31 km NW of Beluga, Alaska",1646818868260,1646871806910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91051408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91051408&format=geojson,,,,,reviewed,0,3,av,91051408,",av91051408,",",av,",",origin,phase-data,",5.0,,0.2,305.0,ml,earthquake,"M 0.4 - 31 km NW of Beluga, Alaska"
1.35,"8km NE of Borrego Springs, CA",1646818845370,1646861723740,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203192&format=geojson,,,,,reviewed,0,28,ci,40203192,",ci40203192,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.04749,0.17,35.0,ml,earthquake,"M 1.4 - 8km NE of Borrego Springs, CA"
1.0,"0 km SE of Coleville, California",1646818726470,1646879849589,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835130,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835130&format=geojson,,,,,reviewed,0,15,nn,00835130,",nn00835130,",",nn,",",origin,phase-data,",9.0,0.031,0.1081,112.91,ml,earthquake,"M 1.0 - 0 km SE of Coleville, California"
1.83,"8km NE of Borrego Springs, CA",1646818621720,1646846364546,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203184&format=geojson,1.0,2.2,,,reviewed,0,52,ci,40203184,",ci40203184,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",96.0,0.04966,0.19,31.0,ml,earthquake,"M 1.8 - 8km NE of Borrego Springs, CA"
0.8,"9km NE of Borrego Springs, CA",1646818157150,1646835083093,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203176&format=geojson,,,,,reviewed,0,10,ci,40203176,",ci40203176,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.04625,0.18,115.0,ml,earthquake,"M 0.8 - 9km NE of Borrego Springs, CA"
2.1,"37 km NE of Paxson, Alaska",1646818104090,1646818225207,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234m2jwf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234m2jwf&format=geojson,,,,,automatic,0,68,ak,02234m2jwf,",ak02234m2jwf,",",ak,",",origin,phase-data,",,,1.16,,ml,earthquake,"M 2.1 - 37 km NE of Paxson, Alaska"
1.6,"42 km N of Petersville, Alaska",1646818001782,1646818738625,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234m25we,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234m25we&format=geojson,,,,,automatic,0,39,ak,02234m25we,",ak02234m25we,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.6 - 42 km N of Petersville, Alaska"
0.6,"27km SSW of Ocotillo Wells, CA",1646817428000,1646868790611,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203168&format=geojson,,,,,reviewed,0,6,ci,40203168,",ci40203168,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.06272,0.11,100.0,ml,earthquake,"M 0.6 - 27km SSW of Ocotillo Wells, CA"
2.28,"3km NNW of Redway, CA",1646816862820,1646829496728,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703226,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703226&format=geojson,,,,,reviewed,0,80,nc,73703226,",nc73703226,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.05169,0.12,60.0,md,earthquake,"M 2.3 - 3km NNW of Redway, CA"
1.98000002,"4 km SSW of P?hala, Hawaii",1646816554910,1646816743460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944282,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944282&format=geojson,,,,,automatic,0,60,hv,72944282,",hv72944282,",",hv,",",origin,phase-data,",32.0,,0.129999995,104.0,md,earthquake,"M 2.0 - 4 km SSW of P?hala, Hawaii"
1.92999995,"6 km E of P?hala, Hawaii",1646816501040,1646816687490,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944277&format=geojson,,,,,automatic,0,57,hv,72944277,",hv72944277,",",hv,",",origin,phase-data,",38.0,,0.129999995,143.0,md,earthquake,"M 1.9 - 6 km E of P?hala, Hawaii"
1.0,"27km SSW of Ocotillo Wells, CA",1646816269590,1646868561340,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203160,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203160&format=geojson,,,,,reviewed,0,15,ci,40203160,",ci40203160,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.06497,0.21,57.0,ml,earthquake,"M 1.0 - 27km SSW of Ocotillo Wells, CA"
3.3,"71 km WNW of Alatna, Alaska",1646816131439,1646819306040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234lmx6y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234lmx6y&format=geojson,,,,,automatic,0,168,ak,02234lmx6y,",us6000h38y,ak02234lmx6y,",",us,ak,",",origin,phase-data,",,,1.11,,ml,earthquake,"M 3.3 - 71 km WNW of Alatna, Alaska"
0.58,"18km ESE of Anza, CA",1646816082280,1646868008073,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203152&format=geojson,,,,,reviewed,0,5,ci,40203152,",ci40203152,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.06217,0.12,61.0,ml,earthquake,"M 0.6 - 18km ESE of Anza, CA"
1.51,"5 km SW of Fuig, Puerto Rico",1646816066900,1646818766830,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339628,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339628&format=geojson,,,,,reviewed,0,35,pr,71339628,",pr71339628,",",pr,",",origin,phase-data,",5.0,,0.08,199.0,md,earthquake,"M 1.5 - 5 km SW of Fuig, Puerto Rico"
2.49,"23 km SW of Esperanza, Puerto Rico",1646815714310,1646819073540,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339623&format=geojson,,,,,reviewed,0,95,pr,71339623,",pr71339623,",",pr,",",origin,phase-data,",9.0,,0.32,231.0,md,earthquake,"M 2.5 - 23 km SW of Esperanza, Puerto Rico"
2.1,"29 km NNW of Susitna, Alaska",1646815713088,1646816664465,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234llfc6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234llfc6&format=geojson,,,,,automatic,0,68,ak,02234llfc6,",ak02234llfc6,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 2.1 - 29 km NNW of Susitna, Alaska"
1.04,"2km WSW of Lake Henshaw, CA",1646815440940,1646867641920,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203144&format=geojson,,,,,reviewed,0,17,ci,40203144,",ci40203144,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.01751,0.16,48.0,ml,earthquake,"M 1.0 - 2km WSW of Lake Henshaw, CA"
0.7,"2 km WNW of Topaz Lake, Nevada",1646814725591,1646846934588,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835100,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835100&format=geojson,,,,,reviewed,0,8,nn,00835100,",nn00835100,",",nn,",",origin,phase-data,",22.0,0.11,0.134,59.67,ml,earthquake,"M 0.7 - 2 km WNW of Topaz Lake, Nevada"
